1,0.421053,0.779412,0.578947,0.358359,0.220588
0.888889,0.684211,0,0.204678,-0.684211,0.888889
0.0952381,0,0,0.0952381,0,0.0952381
0.936508,0.964912,0.705882,-0.0284043,-0.25903,0.230626
0.68254,0,1,0.68254,1,-0.31746
0.571429,0.526316,1,0.0451128,0.473684,-0.428571
0.904762,0,0.191176,0.904762,0.191176,0.713585
0.492063,0.473684,0.117647,0.0183793,-0.356037,0.374416
1,0,0.779412,1,0.779412,0.220588
0.904762,0.45614,0.338235,0.448622,-0.117905,0.566527
0.936508,0.766667,1,0.169841,0.233333,-0.0634921
0.428571,0,0,0.428571,0,0.428571
0.666667,0,0.558824,0.666667,0.558824,0.107843
0.761905,0.298246,0.926471,0.463659,0.628225,-0.164566
1,0.824561,0.411765,0.175439,-0.412797,0.588235
0.920635,0.385965,0,0.53467,-0.385965,0.920635
0.650794,0.578947,0.485294,0.0718463,-0.0936533,0.1655
0.603175,0.438596,0.705882,0.164578,0.267286,-0.102708
1,0.7,0.698413,0.3,-0.0015873,0.301587
0.952381,0,0.485294,0.952381,0.485294,0.467087
0.888889,0.983333,0.984127,-0.0944444,0.000793651,-0.0952381
0.015873,0.0526316,0.779412,-0.0367586,0.72678,-0.763539
0,1,1,-1,0,-1
0.222222,0.824561,0.117647,-0.602339,-0.706914,0.104575
0.285714,0.175439,0.191176,0.110276,0.0157379,0.0945378
0.126984,0.666667,0.558824,-0.539683,-0.107843,-0.431839
0.698413,0.736842,0.264706,-0.0384294,-0.472136,0.433707
0.492063,0.596491,1,-0.104428,0.403509,-0.507937
0.349206,0,0.632353,0.349206,0.632353,-0.283147
0.539683,0.929825,0.558824,-0.390142,-0.371001,-0.019141
0.507937,1,1,-0.492063,0,-0.492063
0.015873,0.45614,0.779412,-0.440267,0.323271,-0.763539
0.507937,0.526316,0.632353,-0.0183793,0.106037,-0.124416
0.253968,0.473684,0,-0.219716,-0.473684,0.253968
0.0952381,0.929825,0.411765,-0.834586,-0.51806,-0.316527
0,0,0.411765,0,0.411765,-0.411765
0.047619,0.964912,0.705882,-0.917293,-0.25903,-0.658263
0.873016,0.947368,0.632353,-0.0743525,-0.315015,0.240663
0.365079,0.982456,0.705882,-0.617377,-0.276574,-0.340803
0.222222,0.894737,1,-0.672515,0.105263,-0.777778
0.936508,0.754386,0,0.182122,-0.754386,0.936508
0.888889,0.0333333,0.444444,0.855556,0.411111,0.444444
0.904762,0.983333,0.888889,-0.0785714,-0.0944444,0.015873
0.888889,0.233333,0.015873,0.655556,-0.21746,0.873016
0.873016,0.6,0.444444,0.273016,-0.155556,0.428571
0.904762,1,0.396825,-0.0952381,-0.603175,0.507937
0.507937,0,0.015873,0.507937,0.015873,0.492063
0.904762,0.333333,0.380952,0.571429,0.047619,0.52381
0.936508,0.666667,0.222222,0.269841,-0.444444,0.714286
0.904762,1,0,-0.0952381,-1,0.904762
0.904762,0.9,0.603175,0.0047619,-0.296825,0.301587
0.873016,0,0.015873,0.873016,0.015873,0.857143
0.888889,0.483333,0,0.405556,-0.483333,0.888889
1,0.783333,0.698413,0.216667,-0.0849206,0.301587
0.873016,0.966667,0.174603,-0.0936508,-0.792063,0.698413
0.761905,0.783333,0.68254,-0.0214286,-0.100794,0.0793651
0.714286,0.116667,0.206349,0.597619,0.0896825,0.507937
0.968254,0.783333,0.428571,0.184921,-0.354762,0.539683
0.68254,0,0,0.68254,0,0.68254
0.873016,0.783333,0.15873,0.0896825,-0.624603,0.714286
